20MICRONS,EQ,67,05/01/18,33.1,11/08/17,43105,42958
DATAMATICS,EQ,164.9,20/01/17,92.35,30/05/17,42755,42885
DBCORP,EQ,401.95,05/05/17,336.65,22/12/17,42860,43091
DBL,EQ,1059,27/12/17,228.95,11/01/17,43096,42746
DBREALTY,EQ,86,11/01/18,32.15,11/08/17,43111,42958
DBSTOCKBRO,EQ,13.6,16/01/17,8.45,01/08/17,42751,42948
DCAL,EQ,367.5,21/09/17,274.95,17/11/17,42999,43056
DCBBANK,EQ,213,16/06/17,113.5,11/01/17,42902,42746
DCM,EQ,152.8,17/05/17,103.65,19/12/17,42872,43088
DCMSHRIRAM,EQ,628,19/12/17,256.3,12/01/17,43088,42747
DCW,BE,55.45,30/10/17,28.95,10/07/17,43038,42926
DECCANCE,EQ,660,05/01/18,485.55,11/01/17,43105,42746
DEEPAKFERT,EQ,500.4,03/11/17,227.15,11/01/17,43042,42746
DEEPAKNTR,EQ,295,09/01/18,96.9,15/02/17,43109,42781
DEEPIND,EQ,343.1,30/03/17,192,11/08/17,42824,42958
DELTACORP,EQ,323.9,26/12/17,112.3,16/02/17,43095,42782
DELTAMAGNT,BE,84.95,08/01/18,32.75,23/08/17,43108,42970
DEN,EQ,117.9,20/12/17,70.2,11/01/17,43089,42746
DENABANK,EQ,50.1,09/05/17,23.55,18/12/17,42864,43087
DENORA,EQ,332,13/07/17,211.3,14/03/17,42929,42808
DFMFOODS,EQ,2144.95,23/01/17,1120,08/06/17,42758,42894
DHAMPURSUG,EQ,330.5,01/11/17,161.35,20/01/17,43040,42755
DHANBANK,EQ,44.95,17/05/17,23.5,17/02/17,42872,42783
DHANUKA,EQ,929.8,02/05/17,629.4,02/11/17,42857,43041
DHARSUGAR,EQ,43,13/11/17,20.85,23/08/17,43052,42970
DHFL,EQ,679,03/11/17,255.6,11/01/17,43042,42746
DHUNINV,EQ,546,11/01/18,161.3,15/02/17,43111,42781
DIAMONDYD,EQ,1415,14/12/17,1133.7,05/10/17,43083,43013
DIAPOWER,EQ,50.5,31/01/17,15.7,22/11/17,42766,43061
DICIND,EQ,624.9,05/01/18,434,01/06/17,43105,42887
DIGJAMLTD,BE,22.75,04/12/17,10.3,11/08/17,43073,42958
DISHTV,EQ,111,30/03/17,68,24/10/17,42824,43032
DIVISLAB,EQ,1142,27/12/17,532.65,29/05/17,43096,42884
DIXON,EQ,4494,26/12/17,2506.35,25/09/17,43095,43003
DLF,EQ,273.85,11/01/18,122.4,13/01/17,43111,42748
DLINKINDIA,EQ,153.9,10/04/17,83,10/08/17,42835,42957
DMART,EQ,1288.65,13/10/17,558.3,21/03/17,43021,42815
DNAMEDIA,EQ,14.4,03/01/18,6.75,20/12/17,43103,43089
DOLLAR,EQ,514.75,09/01/18,262.8,21/04/17,43109,42846
DOLPHINOFF,EQ,158.2,11/01/18,72.2,11/08/17,43111,42958
DONEAR,BE,89.5,27/11/17,47.9,11/08/17,43066,42958
DPL,EQ,192,11/01/18,74.2,10/03/17,43111,42804
DPSCLTD,EQ,48.6,16/01/17,29.2,26/12/17,42751,43095
DQE,BE,25.8,07/04/17,11,11/08/17,42832,42958
DREDGECORP,EQ,922,08/01/18,438.25,23/01/17,43108,42758
DRREDDY,EQ,3177,06/02/17,1901.15,11/08/17,42772,42958
DSKULKARNI,BE,69.8,17/04/17,16.15,17/11/17,42842,43056
DSSL,EQ,66,02/01/18,16.1,24/03/17,43102,42818
DTIL,BE,485.15,11/01/18,260.55,25/09/17,43111,43003
DUCON,EQ,82.45,11/01/17,27.25,21/06/17,42746,42907
DWARKESH,EQ,759.75,07/08/17,44,29/12/17,42954,43098
DYNAMATECH,EQ,3340.45,06/02/17,1920,18/12/17,42772,43087
DYNPRO,BE,211.4,26/12/17,102,10/08/17,43095,42957
EASTSILK,EQ,8.7,09/08/17,2.05,25/05/17,42956,42880
EASUNREYRL,BE,38.4,25/04/17,15.05,13/11/17,42850,43052
EBANK,EQ,3100,01/12/17,1760,13/04/17,43070,42838
ECEIND,EQ,430,29/12/17,190.55,07/08/17,43098,42954
ECLERX,EQ,1595.4,01/01/18,1161,25/09/17,43101,43003
EDELWEISS,EQ,309.1,03/11/17,96.85,11/01/17,43042,42746
EDL,EQ,71.8,10/01/18,34.3,06/09/17,43110,42984
EDUCOMP,BZ,13.15,09/02/17,4.55,10/10/17,42775,43018
EICHERMOT,EQ,33480,08/09/17,22175.05,17/01/17,42986,42752
EIDPARRY,EQ,392,05/01/18,270.8,12/04/17,43105,42837
EIHAHOTELS,EQ,608.4,09/01/18,282.45,23/01/17,43109,42758
EIHOTEL,EQ,190.5,09/01/18,95.1,16/01/17,43109,42751
EIMCOELECO,EQ,700,15/06/17,366.75,23/01/17,42901,42758
EKC,EQ,77.8,12/12/17,30,29/03/17,43081,42823
ELAND,BE,29.45,13/02/17,13.7,11/10/17,42779,43019
ELECON,EQ,113.5,21/12/17,45,11/08/17,43090,42958
ELECTCAST,EQ,44.55,05/01/18,23,04/10/17,43105,43012
ELECTHERM,EQ,308,06/06/17,128.4,18/12/17,42892,43087
ELGIEQUIP,EQ,325.5,10/01/18,185.95,11/01/17,43110,42746
ELGIRUBCO,EQ,70.45,23/01/17,39,25/09/17,42758,43003
EMAMIINFRA,EQ,406,09/01/18,54.9,27/01/17,43109,42762
EMAMILTD,EQ,1365,10/01/18,981.65,20/01/17,43110,42755
EMCO,EQ,33.9,09/02/17,16.4,29/11/17,42775,43068
EMKAY,EQ,322.7,14/09/17,56.85,20/01/17,42992,42755
EMMBI,EQ,262.05,06/10/17,127.2,14/02/17,43014,42780
ENDURANCE,EQ,1400,01/01/18,568.95,12/01/17,43101,42747
ENERGYDEV,EQ,74.05,19/01/17,14.5,04/09/17,42754,42982
ENGINERSIN,EQ,206.4,26/12/17,140.65,10/08/17,43095,42957
ENIL,EQ,1005,05/07/17,709,24/05/17,42921,42879
EON,BE,137.5,24/10/17,59.3,13/01/17,43032,42748
EQ30,EQ,289.4,18/09/17,194,13/06/17,42996,42899
EQUITAS,EQ,188.2,09/02/17,133.3,18/12/17,42775,43087
ERIS,EQ,833.8,30/11/17,510,11/08/17,43069,42958
EROSMEDIA,EQ,308.45,28/03/17,164,01/02/17,42822,42767
ESABINDIA,EQ,1075,05/10/17,550,08/06/17,43013,42894
ESCORTS,EQ,816.55,11/01/18,340.8,11/01/17,43111,42746
ESL,BE,7.2,07/11/17,3.6,26/09/17,43046,43004
ESSARSHPNG,EQ,35.85,27/12/17,23.3,11/08/17,43096,42958
ESSDEE,BE,79.35,11/01/18,28.1,06/09/17,43111,42984
ESSELPACK,EQ,315.55,20/11/17,225.25,07/03/17,43059,42801
ESTER,EQ,71.4,11/01/18,30,11/08/17,43111,42958
EUROCERA,EQ,15,16/05/17,5.65,14/02/17,42871,42780
EUROTEXIND,EQ,49.55,18/05/17,27,16/01/17,42873,42751
EVEREADY,EQ,464.25,09/01/18,222.6,11/01/17,43109,42746
EVERESTIND,EQ,636,09/01/18,182.15,01/02/17,43109,42767
EXCEL,BE,136,27/11/17,30.8,03/05/17,43066,42858
EXCELCROP,EQ,2817,11/01/18,1660,28/09/17,43111,43006
EXCELINDUS,EQ,751,09/01/18,341.15,28/06/17,43109,42914
EXIDEIND,EQ,250,11/05/17,178.75,16/01/17,42866,42751
FACT,EQ,63.8,03/05/17,26.25,12/01/17,42858,42747
FAIRCHEM,EQ,600,21/03/17,372,15/09/17,42815,42993
FCL,EQ,106.15,04/01/18,26,11/08/17,43104,42958
FCONSUMER,EQ,79.1,27/12/17,21,13/01/17,43096,42748
FDC,EQ,269.9,26/12/17,163.25,31/08/17,43095,42978
FEDDERELEC,EQ,96.6,18/10/17,59.2,22/08/17,43026,42969
FEDERALBNK,EQ,127.65,17/10/17,70.1,11/01/17,43025,42746
FEL,EQ,62.2,08/09/17,17,12/01/17,42986,42747
FELDVR,EQ,58.05,08/09/17,16.25,12/01/17,42986,42747
FIEMIND,EQ,1238.55,13/01/17,839.95,01/06/17,42748,42887
FILATEX,EQ,251.3,05/01/18,62,15/02/17,43105,42781
FINCABLES,EQ,749.9,08/01/18,405.15,23/01/17,43108,42758
FINPIPE,EQ,756.05,19/10/17,435,11/01/17,43027,42746
FLEXITUFF,BE,220,11/04/17,71.8,05/10/17,42836,43013
FLFL,EQ,412,12/09/17,135.1,11/01/17,42990,42746
FMGOETZE,EQ,651,18/04/17,460.1,15/02/17,42843,42781
FMNL,EQ,199.75,08/09/17,36,13/01/17,42986,42748
FORTIS,EQ,228.95,03/05/17,123.4,22/11/17,42858,43061
FORTUNEFIN,EQ,337.8,10/08/17,250,04/10/17,42957,43012
FOSECOIND,EQ,2340,28/12/17,1284,24/01/17,43097,42759
FRETAIL,EQ,656,24/11/17,153.7,11/01/17,43063,42746
FSC,EQ,704,11/01/18,660,18/12/17,43111,43087
FSL,EQ,49.25,13/02/17,30.35,15/06/17,42779,42901
GABRIEL,EQ,222.5,11/09/17,107.1,23/01/17,42989,42758
GAEL,EQ,280,11/01/18,88.3,23/01/17,43111,42758
GAIL,EQ,519.5,28/12/17,327.16,18/01/17,43097,42753
GAL,BE,14.9,09/02/17,5.35,09/06/17,42775,42895
GALLANTT,EQ,62.7,05/01/18,33.45,04/12/17,43105,43073
GALLISPAT,EQ,539,20/03/17,183.35,04/12/17,42814,43073
GAMMNINFRA,EQ,5.45,27/07/17,2.6,06/10/17,42943,43014
GAMMONIND,BZ,13.7,06/02/17,5.2,09/10/17,42772,43017
GANDHITUBE,EQ,443.95,05/01/18,280,11/08/17,43105,42958
GANECOS,EQ,441,09/01/18,176.55,12/01/17,43109,42747
GANESHHOUC,EQ,183.6,01/01/18,71.5,13/01/17,43101,42748
GANGESSECU,BE,129,07/12/17,55.55,21/08/17,43076,42968
GARDENSILK,EQ,53.3,08/01/18,28.1,21/06/17,43108,42907
GARWALLROP,EQ,1074,11/01/18,579,01/02/17,43111,42767
GATI,EQ,148.5,21/11/17,102.2,11/08/17,43060,42958
GAYAPROJ,EQ,239,02/01/18,126.2,31/01/17,43102,42766
GDL,EQ,292.2,06/07/17,210.5,08/09/17,42922,42986
GEECEE,EQ,193.7,11/10/17,106,11/08/17,43019,42958
GENESYS,EQ,391.2,11/10/17,133.65,13/01/17,43019,42748
GENUSPAPER,BE,14.8,10/01/18,4.75,23/03/17,43110,42817
GENUSPOWER,EQ,81.9,11/01/18,36.6,27/03/17,43111,42821
GEOJITFSL,EQ,147.05,11/10/17,35.7,11/01/17,43019,42746
GEPIL,EQ,916.6,11/01/18,520.25,16/01/17,43111,42751
GESHIP,EQ,477.5,21/04/17,350,14/02/17,42846,42780
GET&D,EQ,474.4,04/01/18,277.85,07/03/17,43104,42801
GHCL,EQ,329.9,03/01/18,204,27/09/17,43103,43005
GICHSGFIN,EQ,623.4,20/06/17,267.3,13/01/17,42906,42748
GICRE,EQ,899,25/10/17,752.3,01/01/18,43033,43101
GILLANDERS,BE,102,28/11/17,56.45,11/08/17,43067,42958
GILLETTE,EQ,7100,12/12/17,4022.2,27/02/17,43081,42793
GINNIFILA,EQ,65.4,29/06/17,24.5,03/02/17,42915,42769
GIPCL,EQ,150.8,11/10/17,100,16/03/17,43019,42810
GITANJALI,EQ,104.4,28/11/17,53,11/08/17,43067,42958
GKWLIMITED,EQ,792.9,08/01/18,350.3,10/07/17,43108,42926
GLAXO,EQ,2798.5,10/02/17,2201.2,16/06/17,42776,42902
GLENMARK,EQ,972.95,07/02/17,525.85,18/12/17,42773,43087
GLOBALVECT,EQ,203,22/11/17,93.8,06/03/17,43061,42800
GLOBOFFS,BE,73.7,19/01/17,30,11/08/17,42754,42958
GLOBUSSPR,BE,178,08/01/18,62.1,29/05/17,43108,42884
GMBREW,EQ,1208,08/01/18,394.9,11/08/17,43108,42958
GMDCLTD,EQ,180.9,27/10/17,101.5,11/01/17,43035,42746
GMRINFRA,EQ,23.55,01/01/18,12.4,18/01/17,43101,42753
GNA,EQ,468.15,11/01/18,187.6,01/02/17,43111,42767
GNFC,EQ,548.5,24/10/17,234.45,24/01/17,43032,42759
GOACARBON,EQ,1189.95,11/01/18,99.6,14/02/17,43111,42780
GOCLCORP,EQ,697.5,09/01/18,266.25,16/01/17,43109,42751
GODFRYPHLP,EQ,1345,17/03/17,830,11/08/17,42811,42958
GODREJAGRO,EQ,636,10/01/18,522.15,14/11/17,43110,43053
GODREJCP,EQ,1083,27/07/17,755.75,24/01/17,42943,42759
GODREJIND,EQ,699,20/07/17,418.5,31/01/17,42936,42766
GODREJPROP,EQ,859,11/01/18,320.15,11/01/17,43111,42746
GOENKA,BZ,0.85,22/05/17,0.2,19/12/17,42877,43088
GOKEX,EQ,142.6,22/12/17,55,27/03/17,43091,42821
GOKUL,BE,33.2,15/05/17,19,26/12/17,42870,43095
GOKULAGRO,BE,35.1,06/11/17,18.2,16/01/17,43045,42751
GOLDBEES,EQ,2774.9,05/09/17,2475.5,10/07/17,42983,42926
GOLDIAM,EQ,99.8,20/04/17,67,22/02/17,42845,42788
GOLDINFRA,EQ,249,09/01/18,26.1,20/01/17,43109,42755
GOLDIWIN,EQ,292,02/03/17,220,28/07/17,42796,42944
GOLDSHARE,EQ,2999,21/07/17,2461,10/07/17,42937,42926
GOLDTECH,BE,18.25,27/04/17,6.4,07/02/17,42852,42773
GOODLUCK,EQ,134.8,11/01/18,70,07/11/17,43111,43046
GPIL,EQ,452.85,09/01/18,68.6,11/01/17,43109,42746
GPPL,EQ,179,05/04/17,126.25,31/08/17,42830,42978
GPTINFRA,EQ,230,27/11/17,110.7,24/07/17,43066,42940
GRANULES,EQ,157.25,18/05/17,101.25,11/08/17,42873,42958
GRAPHITE,EQ,906,04/01/18,87.4,12/01/17,43104,42747
GRASIM,EQ,1375,10/07/17,836.65,16/01/17,42926,42751
GRAVITA,EQ,192,11/01/18,39.15,11/01/17,43111,42746
GREAVESCOT,EQ,178.55,04/05/17,112.35,18/12/17,42859,43087
GREENLAM,EQ,1394.9,26/12/17,606,16/01/17,43095,42751
GREENPLY,EQ,401.1,10/01/18,244.8,25/01/17,43110,42760
GREENPOWER,EQ,17.3,05/01/18,7.9,30/06/17,43105,42916
GRINDWELL,EQ,560,08/01/18,312,01/02/17,43108,42767
GROBTEA,EQ,2161.85,11/01/18,220.7,28/06/17,43111,42914
GRPLTD,EQ,1814.1,27/01/17,1162,29/09/17,42762,43007
GRUH,EQ,553,21/09/17,300,13/01/17,42999,42748
GSCLCEMENT,EQ,41,21/09/17,20.4,11/08/17,42999,42958
GSFC,EQ,164.85,07/11/17,102.2,24/01/17,43046,42759
GSKCONS,EQ,6699,21/12/17,4851,28/09/17,43090,43006
GSPL,EQ,235.8,22/12/17,135.55,16/01/17,43091,42751
GSS,EQ,39.4,05/01/18,18.75,14/08/17,43105,42961
GTL,EQ,20.15,01/03/17,12.5,03/07/17,42795,42919
GTLINFRA,EQ,8.65,27/07/17,3.9,27/01/17,42943,42762
GTNIND,EQ,26.4,13/04/17,14.1,11/01/17,42838,42746
GTNTEX,BE,37,07/11/17,13.55,16/01/17,43046,42751
GTPL,EQ,198.1,10/07/17,126.25,24/08/17,42926,42971
GUFICBIO,EQ,144.35,04/01/18,53.5,13/01/17,43104,42748
GUJALKALI,EQ,896.25,10/01/18,355.15,13/01/17,43110,42748
GUJAPOLLO,EQ,309.8,13/09/17,133.5,11/01/17,42991,42746
GUJFLUORO,EQ,959.7,01/11/17,465,08/02/17,43040,42774
GUJGASLTD,EQ,978,03/11/17,527.2,17/01/17,43042,42752
GUJNRECOKE,EQ,3.25,08/02/17,1.35,21/06/17,42774,42907
GUJNREDVR,EQ,3.1,12/01/17,1.2,20/06/17,42747,42906
GUJRAFFIA,BE,71,08/01/18,51.3,13/12/17,43108,43082
GULFOILLUB,EQ,1100,01/12/17,627.5,13/01/17,43070,42748
GULFPETRO,EQ,103.9,20/04/17,69.15,10/08/17,42845,42957
GULPOLY,EQ,113.25,20/07/17,72.05,13/02/17,42936,42779
GVKPIL,BE,24.35,11/01/18,5,25/05/17,43111,42880
HANUNG,BE,6.45,28/07/17,3.2,27/12/17,42944,43096
HARITASEAT,EQ,1103.4,08/01/18,662.25,16/03/17,43108,42810
HARRMALAYA,BE,124.85,30/11/17,70.35,11/08/17,43069,42958
HATHWAY,EQ,49.5,24/04/17,25.6,11/08/17,42849,42958
HATSUN,EQ,970,14/11/17,380.3,11/01/17,43053,42746
HAVELLS,EQ,575.9,05/01/18,362.1,12/01/17,43105,42747
HBLPOWER,EQ,76.5,09/01/18,38.5,16/02/17,43109,42782
HBSTOCK,EQ,58.8,08/01/18,15.55,21/03/17,43108,42815
HCC,EQ,48.1,25/04/17,31.9,27/09/17,42850,43005
HCG,EQ,321.5,31/10/17,215.6,22/03/17,43039,42816
HCL-INSYS,EQ,64.7,09/01/18,39.6,11/08/17,43109,42958
HCLTECH,EQ,943.8,23/10/17,778.65,01/02/17,43031,42767
HDFC,EQ,1804,07/11/17,1217.6,12/01/17,43046,42747
HDFCBANK,EQ,1903.1,20/12/17,1215.5,11/01/17,43089,42746
HDFCLIFE,EQ,449.8,11/01/18,307,17/11/17,43111,43056
HDFCMFGETF,EQ,2821.75,18/09/17,2552,10/07/17,42996,42926
HDFCNIFETF,EQ,1236.2,21/11/17,708.25,07/02/17,43060,42773
HDFCSENETF,EQ,4145,20/12/17,2345,01/03/17,43089,42795
HDIL,EQ,101.8,16/05/17,47,09/08/17,42871,42956
HEG,EQ,2831.45,11/01/18,174,01/02/17,43111,42767
HEIDELBERG,EQ,175,05/01/18,109,11/08/17,43105,42958
HERCULES,EQ,188.9,16/01/17,127,11/08/17,42751,42958
HERITGFOOD,EQ,888.95,21/12/17,428,16/01/17,43090,42751
HEROMOTOCO,EQ,4091.95,01/09/17,3021.35,13/01/17,42979,42748
HESTERBIO,EQ,1954.55,26/12/17,713.15,22/03/17,43095,42816
HEXATRADEX,BE,99,11/01/18,16.5,01/02/17,43111,42767
HEXAWARE,EQ,366.1,10/01/18,187.8,01/02/17,43110,42767
HFCL,EQ,36.65,11/01/18,11.85,30/06/17,43111,42916
HGS,EQ,997,11/01/18,486.65,23/08/17,43111,42970
HIGHGROUND,EQ,39.6,10/02/17,8.05,20/11/17,42776,43059
HIKAL,EQ,264,23/10/17,191.3,24/03/17,43031,42818
HIL,EQ,1800.4,11/01/18,606,16/01/17,43111,42751
HILTON,EQ,54.45,21/07/17,17.25,15/02/17,42937,42781
HIMATSEIDE,EQ,443.8,09/01/18,290.05,11/08/17,43109,42958
HINDALCO,EQ,284,05/01/18,166.45,11/01/17,43105,42746
HINDCOMPOS,EQ,803.33,10/04/17,435.25,18/12/17,42835,43087
HINDCOPPER,EQ,110.5,07/11/17,56.55,27/09/17,43046,43005
HINDDORROL,BE,12.9,07/02/17,2.35,18/09/17,42773,42996
HINDMOTORS,EQ,12.9,13/02/17,6.7,11/08/17,42779,42958
HINDNATGLS,EQ,191.8,11/12/17,74,23/08/17,43080,42970
HINDOILEXP,EQ,152.9,11/01/18,65.55,13/01/17,43111,42748
HINDPETRO,EQ,492.8,31/08/17,318,11/01/17,42978,42746
HINDSYNTEX,BE,13.2,25/01/17,7,19/12/17,42760,43088
HINDUJAVEN,EQ,865,11/01/18,438.3,14/08/17,43111,42961
HINDUNILVR,EQ,1382.9,11/01/18,822.45,16/01/17,43111,42751
HINDZINC,EQ,333.2,03/02/17,226.85,25/05/17,42769,42880
HIRECT,EQ,144.45,27/12/17,72.82,23/03/17,43096,42817
HISARMETAL,BE,129.65,31/10/17,31.55,11/01/17,43039,42746
HITECHCORP,EQ,235.7,26/04/17,142.6,10/02/17,42851,42776
HITECHGEAR,EQ,602.75,20/12/17,286.8,20/02/17,43089,42786
HMT,BZ,48.95,02/05/17,31.2,28/08/17,42857,42975
HMVL,EQ,297.7,20/03/17,229,01/11/17,42814,43040
HNGSNGBEES,EQ,3240.9,29/12/17,2015.01,20/02/17,43098,42786
HONAUT,EQ,21944,12/12/17,8855.8,12/01/17,43081,42747
HONDAPOWER,EQ,1649.85,27/12/17,1292,10/10/17,43096,43018
HOTELEELA,EQ,27.3,10/05/17,15.75,03/03/17,42865,42797
HOTELRUGBY,BE,5.4,27/01/17,2.4,11/01/18,42762,43111
HOVS,BE,397,18/12/17,126,16/01/17,43087,42751
HPL,EQ,164.4,21/09/17,103.25,22/03/17,42999,42816
HSCL,EQ,196,11/01/18,40.25,01/02/17,43111,42767
HSIL,EQ,564,24/11/17,278.4,16/02/17,43063,42782
HTMEDIA,EQ,112.9,11/01/18,72.85,11/01/17,43111,42746
HUBTOWN,EQ,172.75,03/05/17,88,03/04/17,42858,42828
HUDCO,EQ,102.3,14/07/17,66,28/06/17,42930,42914
IBREALEST,EQ,269.7,07/08/17,74.4,01/02/17,42954,42767
IBULHSGFIN,EQ,1373.95,23/10/17,690,11/01/17,43031,42746
IBVENTURES,EQ,307,03/11/17,20,31/01/17,43042,42766
ICICIBANK,EQ,332.35,17/11/17,231.95,23/01/17,43056,42758
ICICIGI,EQ,850,08/01/18,638.65,27/09/17,43108,43005
ICICIPRULI,EQ,509.4,04/07/17,330,16/01/17,42920,42751
ICIL,EQ,210.05,03/05/17,93.7,27/09/17,42858,43005
ICRA,EQ,4540,07/02/17,3750.05,15/09/17,42773,42993
ICSA,BE,5.85,11/01/18,2.3,18/12/17,43111,43087
IDBI,EQ,86.4,06/02/17,50.2,14/08/17,42772,42961
IDBIGOLD,EQ,3330,08/01/18,2526.05,10/07/17,43108,42926
IDEA,EQ,123.5,20/03/17,66.3,13/01/17,42814,42748
IDFC,EQ,68.9,10/07/17,50.65,03/03/17,42926,42797
IDFCBANK,EQ,71.15,10/07/17,51.2,18/12/17,42926,43087
IDFNIFTYET,EQ,115.25,02/06/17,83.59,11/01/17,42888,42746
IEX,EQ,1677,10/01/18,1490,16/11/17,43110,43055
IFBAGRO,BE,948,26/12/17,373.1,30/05/17,43095,42885
IFBIND,EQ,1546.95,11/01/18,461,20/01/17,43111,42755
IFCI,EQ,33.8,29/12/17,20.6,11/08/17,43098,42958
IFGLEXPOR,EQ,374.4,11/01/18,290.05,23/11/17,43111,43062
IGARASHI,EQ,1124.7,16/06/17,688,31/01/17,42902,42766
IGL,EQ,344.9,01/01/18,182.4,16/01/17,43101,42751
IGPL,EQ,830.9,11/01/18,222.4,23/01/17,43111,42758
IIFL,EQ,740,14/09/17,257,11/01/17,42992,42746
IITL,BE,158.75,31/10/17,66,03/04/17,43039,42828
IL&FSENGG,BE,66,21/02/17,31.2,28/09/17,42787,43006
IL&FSTRANS,EQ,124.8,12/01/17,69.1,28/09/17,42747,43006
IMFA,EQ,827,21/03/17,385,15/06/17,42815,42901
IMPAL,EQ,1438,10/01/18,731.6,16/01/17,43110,42751
INDBANK,EQ,31.4,11/01/18,12.05,15/03/17,43111,42809
INDHOTEL,EQ,145.8,09/01/18,90.56,11/01/17,43109,42746
INDIACEM,EQ,226.25,16/05/17,130.05,13/01/17,42871,42748
INDIAGLYCO,EQ,570,11/01/18,146,22/03/17,43111,42816
INDIANB,EQ,427.4,17/11/17,236.2,11/01/17,43056,42746
INDIANCARD,EQ,225,17/01/17,163.6,19/10/17,42752,43027
INDIANHUME,EQ,594.7,01/09/17,356.35,01/02/17,42979,42767
INDIGO,EQ,1346.7,16/08/17,815,14/02/17,42963,42780
INDLMETER,BE,130.9,27/12/17,72,04/09/17,43096,42982
INDNIPPON,EQ,1430,30/10/17,502,09/03/17,43038,42803
INDOCO,EQ,314,23/11/17,178.1,31/05/17,43062,42886
INDORAMA,EQ,51.9,08/01/18,25.3,29/08/17,43108,42976
INDOSOLAR,EQ,14.75,10/01/18,5.9,18/08/17,43110,42965
